nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
PEMITRA,PEMETREXED,HIKMA Pharmaceuticals,6653791H,0,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,Pdre p.prep.injectable,Générique,Vital,A,6,0.1875,8,6,60,2.5,36.0,250,1,1,0,1,0,"Mésothéliome pleural malin : * Pemitra , en association avec le cisplatine, est indiqué dans le traitement des patients atteints de mésothéliome pleural malin non résécable et qui n'ont pas reçu de chimiothérapie antérieure. * Cancer bronchique non à",500 mg,B/1FLACON,2023-09-05
PEMZEK PLUS,CANDESARTAN CILEXETIL+HYDROCHLOROTHIAZIDE,AstraZeneca AG,26063011,0,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé,Princeps,Essentiel,A,7,0.16000000000000003,20,3,37,4.1,36.0,129,1,0,0,0,1,Pemzek Plus est indiqué pour le traitement de l'hypertension essentielle lorsque la monothérapie n'est pas suffisamment efficace.,16 mg/12.5mg,B/28,2022-01-13
PEMZEK PLUS,CANDESARTAN CILEXETIL+HYDROCHLOROTHIAZIDE,AstraZeneca AG,26063012,0,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé,Princeps,Essentiel,A,7,0.16000000000000003,20,3,37,4.1,36.0,129,1,0,0,0,1,Pemzek Plus est indiqué pour le traitement de l'hypertension essentielle lorsque la monothérapie n'est pas suffisamment efficace.,8 mg/12.5 mg,B/28,2022-01-13
PENAMOX,AMOXICILLINE,MEDICEF,91830210H,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Gélule,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,12.9,36.0,250,1,1,0,0,0,*Chez l'adulte et l'enfant >=40Kg  : Sinusite bactérienne aiguë Otite moyenne aiguë Angine/pharyngite documentée à streptocoque Exacerbations aiguës de bronchites chroniques Pneumonie communautaire Cystite aigüe avec documentation bactériologique Bac,500 mg,B/400,2013-04-16
PENAMOX,AMOXICILLINE,MEDICEF,9183024,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,28.2,36.0,249,1,1,0,0,0,PENAMOX est indiqué dans le traitement des infections suivantes chez l'enfant: · Sinusite bactérienne aiguë · Otite moyenne aiguë · Angine/pharyngite documentée à streptocoque · Exacerbations aiguës de bronchites chroniques · Pneumonie communautaire ,250 MG,FL/100ML,1997-12-24
PENAMOX,AMOXICILLINE,MEDICEF,9183026,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Gélule,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,28.2,36.0,250,1,1,0,0,0,PENAMOX est indiqué dans le traitement des infections suivantes chez l'adulte et l'enfant: · Sinusite bactérienne aiguë · Otite moyenne aiguë · Angine/pharyngite documentée à streptocoque · Exacerbations aiguës de bronchites chroniques · Pneumonie co,500 MG,B/24,1997-12-24
PENAMOX,AMOXICILLINE,MEDICEF,9183028,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprimé pelliculé sécable,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,22.5,36.0,249,1,1,0,0,0,PENAAMOX est indiqué dans le traitement des infections suivantes chez l'adulte et l'enfant : · Sinusite bactérienne aiguë · Otite moyenne aiguë · Angine/pharyngite documentée à streptocoque · Exacerbations aiguës de bronchites chroniques · Pneumonie,1 GR,B/12,2003-08-21
PENAMOX 500,AMOXICILLINE,MEDICEF,9183029,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Granulés pour suspension buvable,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,25.5,36.0,250,1,1,0,0,0,*Chez l'adulte et l'enfant >=40Kg  : Sinusite bactérienne aiguë Otite moyenne aiguë Angine/pharyngite documentée à streptocoque Exacerbations aiguës de bronchites chroniques Pneumonie communautaire Cystite aigüe avec documentation bactériologique Bac,500 MG,FL/100 ML,2000-09-05
PENI G PANPHARMA,BENZYLPENICILLINE,PANPHARMA,7233074H,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,22.5,36.0,247,7,1,0,1,0,"INFECTIONS DUES AUX GERMES SENSIBLES A LA PENICILLINE G DANS LEURS MANIFESTATIONS: - RESPIRATOIRES,ORL ET STOMATOLOGIQUES - RENALES,UROGENITALES ET GYNECOLOGIQUES - DIGESTIVES ET BILIAIRES - CUTANEES - MENINGEES ET SEPTICEMIQUES - GANGRENE GAZEUSE",5 MU,B/25 Sans solvant,2003-08-25
PENI G PANPHARMA,BENZYLPENICILLINE,PANPHARMA,7233073,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,22.5,36.0,247,7,1,0,1,0,"INFECTIONS DUES AUX GERMES SENSIBLES A LA PENICILLINE G DANS LEURS MANIFESTATIONS: - RESPIRATOIRES,ORL ET STOMATOLOGIQUES - RENALES,UROGENITALES ET GYNECOLOGIQUES - DIGESTIVES ET BILIAIRES - CUTANEES - MENINGEES ET SEPTICEMIQUES - GANGRENE GAZEUSE",1 MU,B/25 Sans solvant,2003-08-25
PENI-V,PHENOXYMETHYLPENICILLINE,SAIPH,9163661,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprimé pelliculé sécable,Générique,Essentiel,A,2,0.625,4,2,63,18.2,36.0,248,7,1,0,0,0,"Affections à germes sensibles, notamment dans leurs manifestations: - respiratoires; - orl (en particulier angines streptococciques) et stomatologiques; - cutanées (en particulier impétigo) et muqueuses; et dabs la prophylaxie des réchutes des RAA.",1000 000 UI,B/12,2007-12-24
PENICILLINE G,BENZYLPENICILLINE,BALKANPHARMA-RAZGRAD AD,4663021,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,25.5,48.0,241,7,1,0,1,0,"INFECTIONS DUES AUX GERMES SENSIBLES A LA PENICILLINE G DANS LEURS MANIFESTATIONS: -RESPIRATOIRES,ORL ET STOMATOLOGIQUES -RENALES,UROGENITALES ET GYNECOLOGIQUES -DIGESTIVES ET BILIAIRES -CUTANEES -MENINGEES ET SEPTICEMIQUES -GANGRENE GAZEUSE",5 MU,B/10 Sans solvant,2000-09-04
PENICILLINE G,BENZYLPENICILLINE,BALKANPHARMA-RAZGRAD AD,4663022,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,25.5,48.0,241,7,1,0,1,0,"INFECTIONS DUES AUX GERMES SENSIBLES A LA PENICILLINE G DANS LEURS MANIFESTATIONS: -RESPIRATOIRES,ORL ET STOMATOLOGIQUES -RENALES,UROGENITALES ET GYNECOLOGIQUES -DIGESTIVES ET BILIAIRES -CUTANEES -MENINGEES ET SEPTICEMIQUES -GANGRENE GAZEUSE",1 MUI,B/10 sans solvant,2000-09-02
PENICILLINE G SODIQUE,BENZYLPENICILLINE,ANTIBIOTICE S.A,4223012H,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,25.1,36.0,250,10,1,0,1,0,"Elles sont limitées aux infections dues aux germes sensibles, notamment dans leurs manifestations: - respiratoires; - ORL et stomatologiques, - cutanées, - rénales, urogénitales, - gynécologiques, - digestives et biliaires, - méningées, - septicémiqu",5 MUI,B/50 Fl sans solvants,2001-01-20
PENICILLINE G SODIQUE,BENZYLPENICILLINE,ANTIBIOTICE S.A,4223012,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,25.1,48.0,250,10,1,0,1,0,"Elles sont limitées aux infections dues aux germes sensibles, notamment dans leurs manifestations: - respiratoires; - ORL et stomatologiques, - cutanées, - rénales, urogénitales, - gynécologiques, - digestives et biliaires, - méningées, - septicémiqu",1 MUI,B/50 Fl sans solvants,2001-01-20
PENICILLINE G UNIMED,BENZYLPENICILLINE,UNIMED,9093283H,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,15.6,24.0,250,7,1,0,1,0,"Infections dues aux germes sensibles, notamment à la pénicilline G dans leurs manifestations: - respiratoires, ORL et stomatologiques - cutanées - rénales, urogénitales et gynécologiques - digestives et biliaires, - méningées, - septicémiques (éventu",5 MUI,B/10 flacons,2010-07-16
PENICILLINE G UNIMED,BENZYLPENICILLINE,UNIMED,9093281H,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,23.2,24.0,250,10,1,0,1,0,"Elles sont limitées aux infections dues aux germes sensibles, notamment dans leurs manifestations: - respiratoires; - ORL et stomatologiques, - cutanées, - rénales, urogénitales, - gynécologiques, - digestives et biliaires, - méningées, - septicémiqu",1 MUI,B/25 Flacons sans solvant,2002-12-27
PENICILLINE G UNIMED,BENZYLPENICILLINE,UNIMED,9093282,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,4,0.25925925925925924,9,7,63,21.0,24.0,250,10,1,0,1,0,"Elles sont limitées aux infections dues aux germes sensibles, notamment dans leurs manifestations: - respiratoires; - ORL et stomatologiques, - cutanées, - rénales, urogénitales, - gynécologiques, - digestives et biliaires, - méningées, - septicémiqu",1 MUI,B/1Fl+sol/5ml,2005-03-16
PENSORDIL,ISOSORBIDE DINITRATE,ELPEN Pharmaceutical CO .INC,8983012,1,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Comprimé sublingual,Générique,Essentiel,C,2,0.5555555555555556,3,2,18,20.9,60.0,246,6,1,0,0,1,PAR VOIE SUBLINGUALE: - TRAITEMENT DE LA CRISE D'ANGOR; - OEDEME AIGU DU POUMON EN ASSOCIATION AU TRAITEMENT  CLASSIQUE. PER OS: - TRAITEMENT PROPHYLACTIQUE DE LA CRISE D'ANGOR. - TRAITEMENT ADJUVANT DE L'INSUFFISANCE CARDIAQUE GAUCHE OU GLOBALE.,5 MG,B/40,2005-03-30
PENTASA,MESALAZINE,FERRING S.A.S,5523026,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Comprimé,Princeps,Essentiel,O,5,0.2734375,16,12,22,9.7,36.0,250,1,0,0,0,1,· Rectocolite hémorragique: traitement d'attaque des poussées légères à modérées et traitement d'entretien. · Maladie de Crohn: traitement d'attaque des poussées légères à modérées et prévention des poussées aiguës pour les formes fréquemment récidiv,1 gr,B/60,2016-06-23
PENTASA,MESALAZINE,FERRING GmbH,55230210,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suspension rectale,Princeps,Essentiel,O,5,0.2734375,16,12,22,9.1,36.0,58,1,0,0,0,1,Crise aiguë de la colite ulcéreuse distale ou côté gauche.,1 GR,B/7FL /100 ML,2017-01-12
PENTASA,MESALAZINE,FERRING GmbH,5523028,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suppositoire,Princeps,Essentiel,O,5,0.2734375,16,12,22,9.5,36.0,52,1,0,0,0,1,Traitement de la colite ulcéreuse limitée au rectum.,1 gr,B/30,2016-09-05
PENTASA,MESALAZINE,FERRING GmbH,55230211,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Comprimé à libération prolongée,Princeps,Essentiel,O,5,0.2734375,16,12,22,8.1,36.0,191,3,0,0,0,1,- traitement aigu de la colite ulcéreuse ainsi que le traitement pour éviter la réccurence. - traitement de récupération symptomatique chez les patients atteints de la maladie actve de Crohn.,1 gr,B/60,2018-01-15
PENTASA,MESALAZINE,FERRING GmbH,55230212,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Granulés à libération prolongée,Princeps,Vital,C,5,0.2734375,16,12,22,3.6,24.0,46,1,0,0,0,1,Colite ulcéreuse d'intensité légère ou modérée,4 g,B/50 sachets,2022-07-08
PENTASA,MESALAZINE,FERRING GmbH,55230213,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suppositoire,Princeps,Essentiel,C,5,0.2734375,16,12,22,2.1,36.0,52,1,0,0,0,1,Traitement de la colite ulcéreuse limitée au rectum.,1 g,B/28,2024-01-09
PENTASA,MESALAZINE,FERRING S.A.S,5523023,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suppositoire,Princeps,Essentiel,O,5,0.2734375,16,12,22,31.7,24.0,148,1,0,0,0,1,LOCALISATIONS RECTALES OU RECTOSTIGMOIDIENNES BASSES (JUSQU'A 20 CM DE LA MARGE ANALE) DES POUSSEES LEGERES OU MODEREES DE RECTOCOLITE HEMORRAGIQUE.,1 GR,B/3/5,1994-06-16
PENTASA,MESALAZINE,FERRING S.A.S,5523022,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Suspension rectale,Princeps,Essentiel,O,5,0.2734375,16,12,22,31.7,24.0,249,1,0,0,0,1,"EN MONOTHERAPIE: LES FORMES BASSES (NE DEPASSANT PAS L'ANGLE COLIQUE GAUCHE) DE RECTOCOLITE HEMORRAGIQUE EN POUSSEE LEGERE ET MODEREE. EN ASSOCIATION AUX AUTRES TRAITEMENTS DE LA RECTOCOLITE HEMORRAGIQUE (SALAZOSULFAPYRIDINE ORALE, CORTICOIDES ORAUX",1 GR,B/5/100 ML,1994-06-16
PENTASA,MESALAZINE,FERRING S.A.S,5523024,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Comprimé,Princeps,Essentiel,C,5,0.2734375,16,12,22,27.4,36.0,250,3,0,0,0,1,"- Rectocolite hémorragique , traitement d'attaque des poussées légères à modérées et traitement d'entretien - Maladie de Crohn , traitement d'attaque des poussées légères à modérées et prévention des poussées aiguës pour les formes fréquemment récidi",500 MG,B/100,1998-10-20
PENTASA,MESALAZINE,FERRING S.A.S,5523025,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Granulés à libération prolongée,Princeps,Essentiel,O,5,0.2734375,16,12,22,24.7,24.0,250,1,0,0,0,1,Rectocolite hémorragique: traitement d'attaque des poussées légères à modérées et traitement d'entretien. Maladie de Crohn: traitement d'attaque des poussées légères à modérées et prévention des poussées aiguës pour les formes fréquemment récidivante,1 g,B/2X60 Sachets,2001-06-12
PENTASA XTEND,MESALAZINE,FERRING GmbH,5523027,0,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Granulés à libération prolongée,Princeps,Essentiel,O,5,0.2734375,16,12,22,9.7,24.0,34,1,0,0,0,1,Colite ulcéreuse légère à modérée.,2 g,B/60 Sachets,2016-06-12
PENTAXIM,VACCIN D+T+C+P+HIB,SANOFI PASTEUR SA,12063051,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Essentiel,O,2,0.5,2,2,27,14.6,36.0,249,2,0,0,1,0,"Ce vaccin est indiqué dans la prévention conjointe des infections invasives à Haemophilus influenzae type b (méningites, septicémies, cellulites, arthrites, épiglottites...), de la diphtérie, du tétanos, de la coqueluche et de la poliomyélite : - en",,B/1fl+ ser-pré-remplie/0.5 ml,2011-07-15
PENTOP,PANTOPRAZOLE,PHARMACARE,9343182,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,4,0.26869806094182824,19,15,19,8.9,24.0,250,4,1,0,0,1,PENTOP est indiqué chez les adultes et les adolescents âgés de 12 ans et plus pour: - L'oesophagite par refux gastro-oesophagien. PENTOP est indiqué chez les adultes pour: - L'éradication de Helicobacter pylori (H. pylori) en association à une bithér,40 mg,B/16,2017-04-04
PENTOP,PANTOPRAZOLE,PHARMACARE,9343181,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,4,0.26869806094182824,19,15,19,9.0,24.0,250,3,1,0,0,1,PENTOP est indiqué chez les adultes et les adolescents âgés de 12 ans et plus pour : · Le reflux gastro-osophagien symptomatique. · Le traitement d'entretien et la prévention des récidives d'osophagite par reflux gastro-osophagien. PENTOP est indiqué,20 mg,B/16,2017-02-21
PENTOP,PANTOPRAZOLE,PHARMACARE,9343184,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,4,0.26869806094182824,19,15,19,4.0,24.0,250,4,1,0,0,1,PENTOP est indiqué chez les adultes et les adolescents âgés de 12 ans et plus pour: - L'oesophagite par refux gastro-oesophagien. PENTOP est indiqué chez les adultes pour: - L'éradication de Helicobacter pylori (H. pylori) en association à une bithér,40 mg,B/8,2022-02-17
PENTOP,PANTOPRAZOLE,PHARMACARE,9343183,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,4,0.26869806094182824,19,15,19,4.0,24.0,250,7,1,0,0,1,- éradication de Helicobater pylori en cas de maladie ulcéreuse gastro-duodénale (après preuve endoscopique de la lésion et de l'infection); en association à une bithérapie antibiotique - ulcère duodénal évolutif - ulcère gastrique évolutif - osophag,20 mg,B/8,2022-02-17
PENTOXIPHAT LP,PENTOXYFYLLINE,SIPHAT,9003492,1,SYSTEME CARDIOVASCULAIRE,VASODILATATEURS PERIPHERIQUES,Comprime enrobé,Générique,Intermédiaire,C,5,0.22448979591836732,7,4,5,29.0,36.0,250,1,1,0,0,1,Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade 2). NB : cette indication repose sur des essais cliniques en double aveugle par rapport à un placebo qui montrent un,400 MG,B/24,1997-03-05
PENTOXIPHAT LP,PENTOXYFYLLINE,SIPHAT,9003491H,1,SYSTEME CARDIOVASCULAIRE,VASODILATATEURS PERIPHERIQUES,Comprimé à libération prolongée,Générique,Intermédiaire,C,5,0.22448979591836732,7,4,5,30.0,36.0,250,1,1,0,0,1,Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade 2). NB : cette indication repose sur des essais cliniques en double aveugle par rapport à un placebo qui montrent un,400 MG,B/400,1996-03-07
PEPSANE,DIMETICONE+GAIAZYLENE,ROSA-PHYTOPHARM,5703011,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gel oral,Générique,Intermédiaire,O,1,1.0,1,1,19,19.7,24.0,80,1,1,0,0,1,TRAITEMENT SYMPTOMATIQUE DES GASTRALGIES. UTILISE DANS LE METEORISME INTESTINAL.,,B/30,2006-06-09
PERGOVERIS,FSH+LH,MERCK EUROPE B.V,22073081,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,Pdre p.prep.injectable,Princeps,Essentiel,A,1,1.0,1,1,32,3.6,36.0,132,1,0,0,1,0,Pergoveris est indiqué pour stimuler le développement folliculaire chez les femmes qui présentent un déficit sévère en LH et en FSH.,150 UI/75 UI,B/1fl de lyoph.+1fl solv/1ml,2022-08-09
PERIDYS,DOMPERIDONE,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,ST9323081,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Suspension buvable,Princeps,Intermédiaire,C,8,0.14792899408284027,13,6,15,14.6,36.0,207,1,0,0,0,1,PERIDYS 1mg/ml suspension buvable est indiqué pour le soulagement des symptômes de type nausées et vomissements. Ce médicament est indiqué chez les adultes et les adolescents (à partir de 12 ans et de 35 kg),1 mg/ml,FL/200 ML,2011-07-15
PERIKABIVEN 1000,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,3153057H,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Emulsion injectable,Princeps,Essentiel,O,2,0.5011337868480725,21,20,28,14.9,24.0,155,2,0,0,1,0,"Nutrition parentérale chez l'adulte et l'enfant âgé de plus de 2 ans, quand la nutrition orale ou entérale est impossible, insuffisante ou contre-indiquée.",900 Kcal,Poches tricompartimentées suremballées de 1400 ml B/4,2011-04-18
PERIKABIVEN 1400,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,3153058H,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Emulsion injectable,Princeps,Essentiel,O,2,0.5011337868480725,21,20,28,14.9,24.0,155,2,0,0,1,0,"Nutrition parentérale chez l'adulte et l'enfant âgé de plus de 2 ans, quand la nutrition orale ou entérale est impossible, insuffisante ou contre-indiquée.",1200 Kcal,"Poches tricompartimentées suremballées de 1920 ml, B/4",2011-04-19
PERIKABIVEN 1500,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,3153059H,0,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Emulsion injectable,Princeps,Essentiel,O,2,0.5011337868480725,21,20,28,14.9,24.0,155,2,0,0,1,0,"Nutrition parentérale chez l'adulte et l'enfant âgé de plus de 2 ans, quand la nutrition orale ou entérale est impossible, insuffisante ou contre-indiquée.",1500 Kcal,"Poches tricompartimentées suremballées de 2400 ml, B/1",2011-04-14
PERILAX,LACTULOSE,PHARMADERM,9053261,1,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Solution buvable,Générique,Confort,O,4,0.26,10,8,11,10.1,24.0,74,3,1,0,0,1,- traitement symptomatique de la constipation. - Encéphalopathie hépatique,,FL/200 ML,2016-01-27
PERILAX,LACTULOSE,PHARMADERM,9053262,1,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Solution buvable,Générique,Confort,O,4,0.26,10,8,11,4.4,24.0,76,1,1,0,0,1,* Traitement symptomatique de la constipation . * Encéphalopathie hépatique.,66.5 %,FL/120ML,2021-10-08
PERILIUM,DOMPERIDONE,PHARMAGHREB,9013991,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé pelliculé,Générique,Intermédiaire,C,8,0.14792899408284027,13,6,15,8.0,36.0,87,1,1,0,0,1,PERILIUM est indiqué pour le soulagement des symptômes de type nausées et vomissements.,10 mg,B/40,2018-03-07
PERILIUM,DOMPERIDONE,PHARMAGHREB,9013992,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Suspension buvable,Générique,Intermédiaire,C,8,0.14792899408284027,13,6,15,8.0,36.0,87,1,1,0,0,1,PERILIUM est indiqué pour le soulagement des symptômes de type nausées et vomissements.,1 mg/ml,FL/200 ML,2018-03-07
PERINASE,FLUTICASONE,ADWYA,9053341,1,SYSTEME RESPIRATOIRE,MEDICAMENTS POUR LE NEZ,Spray nasal,Générique,Essentiel,A,9,0.125,12,6,26,6.5,24.0,216,1,1,0,0,1,Rhinite allergique saisonière de l'adulte et de l'enfant de plus de 4 ans Rhinite allergique perannuelle de l'adulte et de l'enfant de plus de 12 ans Traitement symptomatique de la polypose nasosinusienne de l'adulte,50 µg,FL/120 Doses,2019-08-29
PERINDO-PRIL,PERINDOPRIL,ALLIANCE PHARMA,9303092,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,4,0.30864197530864196,9,3,37,13.8,24.0,217,3,1,0,0,1,- Hypertension: Traitement de l'hypertension artérielle. - Maladie coronaire stable: Réduction du risque d'événement cardiaques chez les patients ayant un antécédent d'infarctus du myocarde et/ou de revascularisation.,8 mg,B/30,2012-05-16
PERINDO-PRIL,PERINDOPRIL,ALLIANCE PHARMA,9303091,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,4,0.30864197530864196,9,3,37,13.8,24.0,250,4,1,0,0,1,- Hypertension: Traitement de l'hypertension artérielle. - Insufisance cardiaque: Traitement de l'insuffisance cardiaque symptomatique. - Maladie coronaire stable: Réduction du risque d'événement cardiaques chez les patients ayant un antécédent d'inf,4 mg,B/30,2012-05-16
PERINDOMIDE,INDAPAMIDE+PERINDOPRIL,ALLIANCE PHARMA,9303141,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé,Générique,Essentiel,A,3,0.3888888888888889,6,2,37,10.8,24.0,173,1,1,0,0,1,Traitement de l'hypertension artérielle essentielle. Il est indiqué chez les patients pour lesquels la pression artérielle est insuffisamment controlée par périndopril seul.,4 mg/1.25 mg,B/30,2015-05-29
